gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
Female,0,No,No,48,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.98,4465.42
Male,1,Yes,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,50.94,4405.94
Female,1,No,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,57.42,388.81
Male,1,Yes,Yes,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),34.57,1672.24
Female,1,Yes,No,51,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),99.93,629.28
Male,1,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),43.04,5648.22
Male,1,No,Yes,41,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.02,5601.7
Male,1,No,No,60,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),80.96,3879.04
Female,0,No,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),63.97,744.88
Male,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,104.29,1877.63
Male,0,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.9,2331.43
Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),113.46,2047.75
Male,1,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,101.39,6142.76
Male,1,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.12,5678.96
Male,1,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),48.28,3974.28
Male,1,No,No,6,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,18.49,5951.17
Male,0,Yes,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,56.86,2936.89
Female,1,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),57.9,5713.45
Female,1,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.0,2208.28
Male,0,No,Yes,60,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),102.97,2547.11
Female,1,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),99.5,4218.18
Female,1,No,Yes,63,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),92.03,1223.2
Female,1,No,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),51.1,5521.58
Female,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,78.04,7101.62
Male,1,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),103.52,2913.56
Female,0,No,No,6,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),64.32,3491.0
Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),85.62,1731.53
Male,0,No,No,15,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),118.67,2042.63
Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),97.34,6550.97
Female,1,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.81,2451.66
Male,0,No,No,34,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,25.37,790.72
Female,1,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,100.98,4467.57
Female,0,No,No,50,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),23.69,1685.81
Male,0,No,Yes,27,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.26,4915.38
Female,0,Yes,No,38,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,36.91,1195.23
Male,1,No,Yes,10,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),34.75,7601.5
Female,1,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),22.6,3777.67
Male,1,Yes,Yes,51,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),46.88,4737.03
Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,62.4,6937.39
Male,1,No,Yes,70,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),116.42,559.22
Male,1,No,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),53.17,1529.81
Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.06,2248.96
Female,0,No,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,102.06,6364.92
Female,0,No,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,90.19,4267.35
Male,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,49.99,3626.9
Male,1,Yes,No,19,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.97,3069.64
Male,1,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,116.92,4214.02
Female,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),37.65,3505.31
Male,1,No,No,41,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.8,5282.42
Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),64.15,6875.79
Female,0,No,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),81.79,3907.61
Female,0,No,No,56,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.84,2775.97
Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.87,1556.35
Female,1,Yes,No,62,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,102.59,7709.17
Male,1,Yes,Yes,48,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,24.19,4256.73
Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.81,2977.03
Male,0,Yes,No,7,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,112.67,3644.4
Female,0,No,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),91.57,7925.54
Male,1,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,84.71,6136.22
Female,1,Yes,Yes,2,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.07,1894.44
Female,0,No,No,10,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),27.72,3332.49
Male,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,64.71,7712.03
Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.7,7695.39
Female,0,Yes,No,30,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.8,4104.82
Female,1,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,84.53,3951.67
Female,1,Yes,No,42,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),90.2,1767.5
Female,1,Yes,No,38,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.4,1329.64
Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,65.45,3450.1
Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),106.85,2341.24
Female,0,Yes,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),76.29,5175.89
Female,0,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),65.15,1862.31
Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.67,2038.92
Male,1,Yes,Yes,4,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,58.15,5569.72
Female,0,No,No,26,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),36.99,2726.36
Female,1,Yes,Yes,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,58.22,2637.23
Male,1,No,Yes,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),30.22,2870.18
Female,0,No,Yes,55,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),40.34,3889.4
Male,1,Yes,No,17,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,101.1,2358.01
Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,90.49,3056.42
Male,0,No,Yes,41,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),118.11,5903.73
Male,1,No,Yes,39,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),119.12,4263.77
Male,0,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.57,110.34
Female,1,Yes,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),52.27,878.49
Female,1,Yes,Yes,40,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.8,2596.7
Female,1,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),97.21,613.43
Female,1,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),36.15,5621.03
Female,1,Yes,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.14,2885.67
Female,1,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,42.36,4403.4
Male,1,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,49.64,3235.94
Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,49.72,3640.25
Female,1,Yes,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),113.78,2024.62
Female,1,Yes,No,57,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.51,6770.81
Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),119.22,111.72
Female,0,Yes,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),103.45,7158.56
Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,89.45,4269.57
Male,0,No,Yes,3,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,103.06,5140.72
Male,1,No,No,30,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.31,5948.23
Female,1,No,No,32,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),47.15,3008.33
Male,1,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,59.23,5738.71
Female,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,109.43,6514.41
Female,1,Yes,Yes,39,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,56.5,342.43
Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),97.63,5089.18
Male,1,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),62.35,6861.17
Male,0,Yes,Yes,7,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),25.52,3739.67
Female,0,Yes,No,28,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.51,3703.04
Male,1,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,95.74,7772.5
Female,0,No,No,66,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.07,3996.73
Female,0,Yes,No,3,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,86.01,4600.71
Female,1,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),67.11,369.49
Male,1,No,Yes,24,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,65.13,7860.66
Female,0,No,Yes,26,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,19.49,1577.95
Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),119.36,1649.56
Male,1,Yes,No,57,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.43,5600.51
Male,1,Yes,Yes,5,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.39,7213.47
Female,1,No,Yes,32,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),94.55,6370.77
Male,1,No,No,4,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,19.07,1234.96
Male,1,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,101.09,4324.01
Female,0,Yes,No,45,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,28.49,1216.53
Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,79.3,1004.59
Male,0,No,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,35.11,1083.9
Female,0,No,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),53.63,1475.81
Male,0,Yes,No,16,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.84,7667.9
Female,1,Yes,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),81.69,5387.74
Male,1,Yes,Yes,17,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),24.26,5877.28
Male,0,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),79.5,6250.48
